,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age_cat,Sal_Cat,Years_Exper
2641,44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,Forties,Very High,16-20
2642,33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,Thirties,High,6-10
2644,33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,Thirties,High,11-15
2645,27.0,Male,High School,Back end Developer,3.0,68611.0,Twenties,Medium,0-5
2646,51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,Fifties,Very High,21-25
2647,26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0,Twenties,Medium,0-5
2648,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0,Thirties,High,6-10
2649,35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0,Thirties,High,6-10
2650,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,Forties,Very High,21-25
2651,32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,Thirties,High,6-10
2652,54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0,Fifties,Very High,21-25
2653,26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,Twenties,Medium,0-5
2654,23.0,Male,PhD,Software Engineer Manager,1.0,579.0,Twenties,Low,0-5
2655,26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0,Twenties,Medium,0-5
2656,33.0,Male,Master's Degree,Data Analyst,8.0,120000.0,Thirties,High,6-10
2657,29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,Twenties,Medium,0-5
2658,41.0,Male,PhD,Data Scientist,15.0,190000.0,Forties,Very High,11-15
2659,35.0,Female,Master's Degree,Software Engineer,9.0,140000.0,Thirties,High,6-10
2660,28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0,Twenties,Medium,0-5
2661,37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,Thirties,Very High,11-15
2662,33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0,Thirties,High,6-10
2663,24.0,Female,Master's Degree,Software Engineer,2.0,60000.0,Twenties,Medium,0-5
2664,46.0,Male,PhD,Director of Data Science,20.0,220000.0,Forties,Top Tier,16-20
2665,29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0,Twenties,Medium,0-5
2666,31.0,Male,Master's Degree,Data Scientist,7.0,130000.0,Thirties,High,6-10
2667,27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0,Twenties,Medium,0-5
2668,38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,Thirties,Very High,11-15
2669,30.0,Female,Master's Degree,Product Manager,6.0,110000.0,Twenties,High,6-10
2670,25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0,Twenties,Low,0-5
2671,44.0,Male,PhD,Director of Data Science,18.0,210000.0,Forties,Top Tier,16-20
2672,33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,Thirties,Medium,6-10
2673,22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0,Twenties,Low,0-5
2674,36.0,Male,Master's Degree,Product Manager,10.0,160000.0,Thirties,Very High,6-10
2675,28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0,Twenties,Medium,0-5
2676,41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,Forties,Very High,16-20
2677,34.0,Female,Master's Degree,Data Scientist,9.0,140000.0,Thirties,High,6-10
2678,23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0,Twenties,Low,0-5
2679,32.0,Female,Master's Degree,Product Manager,7.0,120000.0,Thirties,High,6-10
2680,25.0,Male,Master's Degree,Software Engineer,2.0,60000.0,Twenties,Medium,0-5
2681,37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0,Thirties,High,11-15
2682,28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Twenties,Medium,0-5
2779,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0,Twenties,High,6-10
2780,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0,Forties,Very High,16-20
2781,36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,Thirties,High,11-15
2782,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0,Twenties,Medium,0-5
2783,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,Twenties,Medium,0-5
2784,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,Forties,Very High,21-25
2785,34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0,Thirties,High,6-10
2786,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0,Forties,Very High,16-20
2788,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,Thirties,High,6-10
2789,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,Fifties,Very High,21-25
2790,23.0,Female,High School,Back end Developer,1.0,52807.0,Twenties,Medium,0-5
2791,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0,Forties,Very High,16-20
2792,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0,Thirties,High,6-10
2793,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,Twenties,Medium,0-5
2794,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,Forties,Very High,16-20
2795,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,Thirties,High,11-15
2796,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0,Twenties,Medium,0-5
2797,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0,Forties,Very High,21-25
2798,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0,Thirties,Very High,11-15
2799,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,Thirties,High,6-10
2801,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,Forties,Very High,16-20
2802,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0,Thirties,High,6-10
2804,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,Twenties,Medium,0-5
2805,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,Thirties,High,11-15
2806,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,Forties,High,16-20
2807,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,Forties,Very High,21-25
2808,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,Twenties,High,0-5
2809,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,Fifties,Very High,21-25
2810,46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0,Forties,Very High,16-20
2811,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,Thirties,Very High,11-15
2812,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,Twenties,Medium,6-10
2813,33.0,Female,Master's Degree,Front end Developer,9.0,119918.0,Thirties,High,6-10
2814,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,Forties,Very High,21-25
2815,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,Forties,Very High,21-25
2816,28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,Twenties,Medium,0-5
2817,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,Forties,Very High,11-15
2818,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0,Forties,Very High,21-25
2819,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,Thirties,High,11-15
2821,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0,Thirties,High,6-10
2822,27.0,Male,High School,Back end Developer,4.0,80247.0,Twenties,Medium,0-5
2823,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0,Forties,Very High,21-25
2824,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,Twenties,Medium,0-5
2825,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,Thirties,High,6-10
2826,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,Thirties,High,6-10
2827,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,Forties,Very High,16-20
2828,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,Thirties,High,6-10
2829,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0,Fifties,Very High,21-25
2830,26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,Twenties,Medium,0-5
2832,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0,Forties,Very High,21-25
2833,38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0,Thirties,High,11-15
2834,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,Twenties,High,0-5
2835,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,Thirties,Very High,16-20
2836,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0,Forties,Very High,21-25
2837,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,Thirties,High,11-15
2838,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,Fifties,Very High,21-25
2839,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,Thirties,High,6-10
2840,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0,Twenties,Medium,0-5
2841,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,Twenties,High,0-5
2842,24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,Twenties,Medium,0-5
2843,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0,Forties,Very High,21-25
2844,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0,Thirties,High,6-10
2845,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,Thirties,High,11-15
2847,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,Forties,Very High,16-20
2848,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,Twenties,Medium,0-5
2849,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,Thirties,High,6-10
2850,46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,Forties,Very High,16-20
2851,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,Thirties,High,6-10
2852,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,Forties,Very High,21-25
2853,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,Thirties,High,6-10
2854,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,Fifties,Very High,21-25
2855,26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,Twenties,Medium,0-5
2856,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,Twenties,Medium,0-5
2857,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,Forties,Very High,21-25
2858,38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,Thirties,High,11-15
2859,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,Twenties,High,6-10
2860,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,Thirties,Very High,16-20
2861,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,Forties,Very High,21-25
2862,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,Thirties,High,11-15
2863,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,Fifties,Very High,21-25
2864,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,Thirties,High,6-10
2865,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,Twenties,Medium,0-5
2866,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,Twenties,High,0-5
2867,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,Twenties,Medium,0-5
2868,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,Forties,Very High,21-25
2869,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,Thirties,High,6-10
2870,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,Thirties,High,11-15
3078,26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0,Twenties,Medium,0-5
3086,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0,Twenties,Medium,0-5
3087,48.0,Male,PhD,Software Engineer Manager,23.0,188288.0,Forties,Very High,21-25
3088,36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0,Thirties,High,11-15
3089,43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0,Forties,Very High,16-20
3090,33.0,Female,Master's Degree,Back end Developer,9.0,124141.0,Thirties,High,6-10
3091,26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0,Twenties,Medium,0-5
3092,50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0,Forties,Very High,21-25
3093,41.0,Male,PhD,Software Engineer Manager,15.0,148727.0,Forties,High,11-15
3094,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0,Twenties,Medium,6-10
3095,38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0,Thirties,High,11-15
3096,48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0,Forties,Very High,21-25
3097,31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0,Thirties,High,6-10
3098,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,Forties,Very High,21-25
3099,35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0,Thirties,High,11-15
3100,42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0,Forties,High,16-20
3101,27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0,Twenties,Medium,0-5
3102,33.0,Male,Bachelor's Degree,Front end Developer,9.0,117904.0,Thirties,High,6-10
3103,36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0,Thirties,High,11-15
3105,30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0,Twenties,High,0-5
3106,26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0,Twenties,Medium,0-5
3107,45.0,Female,PhD,Senior Project Engineer,21.0,181285.0,Forties,Very High,21-25
3108,38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0,Thirties,Very High,16-20
3109,31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0,Thirties,High,6-10
3110,42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0,Forties,Very High,16-20
3111,28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0,Twenties,Medium,0-5
3112,48.0,Male,PhD,Software Engineer Manager,24.0,192211.0,Forties,Very High,21-25
3113,36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0,Thirties,High,11-15
3114,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0,Forties,Very High,16-20
3115,33.0,Female,Master's Degree,Front end Developer,9.0,121120.0,Thirties,High,6-10
3116,26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0,Twenties,Medium,0-5
3117,50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0,Forties,Very High,21-25
3118,27.0,Male,Master's Degree,Back end Developer,5.0,87584.0,Twenties,Medium,0-5
3119,38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0,Thirties,High,11-15
3120,54.0,Male,PhD,Software Engineer Manager,28.0,182013.0,Fifties,Very High,21-25
3121,31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0,Thirties,High,6-10
3122,36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0,Thirties,High,11-15
3123,45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0,Forties,Very High,21-25
3124,42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0,Forties,Very High,16-20
3125,28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0,Twenties,Medium,0-5
3126,48.0,Male,PhD,Senior Software Engineer,26.0,194638.0,Forties,Very High,21-25
3127,36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0,Thirties,High,11-15
3128,43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0,Forties,Very High,16-20
3129,33.0,Female,Master's Degree,Front end Developer,9.0,121432.0,Thirties,High,6-10
3130,26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0,Twenties,Medium,0-5
3131,50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0,Forties,Very High,21-25
3132,41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,Forties,Very High,16-20
3133,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0,Twenties,High,6-10
3134,38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0,Thirties,High,11-15
3135,48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0,Forties,Very High,21-25
3136,31.0,Male,Master's Degree,Full Stack Engineer,8.0,27.0,Thirties,Low,6-10
3137,28.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,Twenties,Low,0-5
3138,32.0,Female,Master's Degree,Product Manager,5.0,100000.0,Thirties,Medium,0-5
3139,26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0,Twenties,Medium,0-5
3140,33.0,Female,Master's Degree,Data Analyst,6.0,90000.0,Thirties,Medium,6-10
3141,29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,Twenties,Medium,0-5
3142,42.0,Male,PhD,Director of Data Science,12.0,170000.0,Forties,Very High,11-15
3143,36.0,Female,Master's Degree,Data Scientist,8.0,130000.0,Thirties,High,6-10
3144,27.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,Twenties,Low,0-5
3145,34.0,Female,Master's Degree,Product Manager,7.0,120000.0,Thirties,High,6-10
3146,29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0,Twenties,Medium,0-5
3147,41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,Forties,Very High,16-20
3150,36.0,Male,PhD,Director of Data Science,12.0,170000.0,Thirties,Very High,11-15
3261,30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0,Twenties,Medium,0-5
3385,28.0,Male,Master's Degree,Web Developer,5.0,80000.0,Twenties,Medium,0-5
3386,30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0,Twenties,Medium,0-5
3387,25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,Twenties,Low,0-5
3388,45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0,Forties,Very High,16-20
3389,33.0,Male,PhD,Director of HR,9.0,120000.0,Thirties,High,6-10
3390,22.0,Female,High School,Junior HR Generalist,0.0,40000.0,Twenties,Low,0-5
3391,36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,Thirties,Medium,6-10
3392,29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0,Twenties,Medium,0-5
3393,42.0,Male,PhD,Director of HR,16.0,140000.0,Forties,High,16-20
3394,27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,Twenties,Low,0-5
3395,38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0,Thirties,High,11-15
3396,24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0,Twenties,Low,0-5
3397,31.0,Male,High School,Junior Web Developer,4.0,55000.0,Thirties,Medium,0-5
3398,39.0,Female,PhD,Director of HR,13.0,130000.0,Thirties,High,11-15
3399,26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0,Twenties,Low,0-5
3400,32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0,Thirties,Medium,6-10
3401,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Thirties,Low,0-5
3402,24.0,Female,High School,Junior HR Generalist,1.0,32000.0,Twenties,Low,0-5
3403,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,Forties,High,11-15
3404,29.0,Female,Master's Degree,Web Developer,4.0,65000.0,Twenties,Medium,0-5
3405,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,Thirties,Medium,6-10
3406,27.0,Female,Master's Degree,Director of HR,5.0,80000.0,Twenties,Medium,0-5
3407,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,Thirties,Low,0-5
3408,42.0,Male,Master's Degree,Web Developer,10.0,110000.0,Forties,High,6-10
3409,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Twenties,Low,0-5
3410,36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,Thirties,Medium,6-10
3411,28.0,Male,High School,Junior HR Generalist,1.0,32000.0,Twenties,Low,0-5
3412,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,Thirties,Medium,0-5
3413,46.0,Male,PhD,Director of HR,15.0,150000.0,Forties,High,11-15
3414,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Twenties,Low,0-5
3415,37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,Thirties,High,6-10
3416,30.0,Male,Master's Degree,Web Developer,4.0,65000.0,Twenties,Medium,0-5
3417,43.0,Female,PhD,Director of HR,14.0,140000.0,Forties,High,11-15
3418,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Thirties,Low,0-5
3419,26.0,Female,High School,Junior HR Generalist,2.0,35000.0,Twenties,Low,0-5
3420,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,Forties,High,11-15
3421,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Twenties,Medium,0-5
3422,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,Thirties,Medium,6-10
3423,27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,Twenties,Low,0-5
3424,40.0,Male,PhD,Director of HR,13.0,135000.0,Thirties,High,11-15
3425,23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Twenties,Low,0-5
3426,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Thirties,High,6-10
3427,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Thirties,Low,0-5
3428,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,Forties,High,11-15
3429,28.0,Male,Master's Degree,Web Developer,3.0,55000.0,Twenties,Medium,0-5
3430,32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Thirties,Low,0-5
3431,45.0,Male,Master's Degree,Director of HR,14.0,140000.0,Forties,High,11-15
3432,26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,Twenties,Medium,0-5
3433,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,Thirties,High,11-15
3434,27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,Twenties,Medium,0-5
3435,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,Thirties,Low,0-5
3436,42.0,Female,Master's Degree,Director of HR,13.0,135000.0,Forties,High,11-15
3437,29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Twenties,Low,0-5
3438,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Thirties,Medium,6-10
3439,30.0,Male,High School,Junior HR Generalist,1.0,32000.0,Twenties,Low,0-5
3440,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Forties,High,11-15
3441,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Thirties,Medium,0-5
3442,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Twenties,Low,0-5
3443,37.0,Male,PhD,Director of HR,12.0,120000.0,Thirties,High,11-15
3444,24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Twenties,Low,0-5
3445,39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,Thirties,Medium,6-10
3447,44.0,Female,PhD,Director of HR,14.0,140000.0,Forties,High,11-15
3448,28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,Twenties,Medium,0-5
3449,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Thirties,Medium,6-10
3450,45.0,Male,PhD,Director of HR,13.0,135000.0,Forties,High,11-15
3452,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Thirties,Medium,6-10
3453,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Twenties,Low,0-5
3454,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Thirties,Medium,0-5
3455,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Forties,High,11-15
3456,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Twenties,Medium,0-5
3458,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Twenties,Low,0-5
3462,37.0,Male,PhD,Director of HR,11.0,115000.0,Thirties,High,11-15
3463,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Twenties,Low,0-5
3466,44.0,Female,PhD,Director of HR,13.0,135000.0,Forties,High,11-15
3467,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Twenties,Medium,0-5
3469,45.0,Male,PhD,Director of HR,14.0,140000.0,Forties,High,11-15
3639,28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,Twenties,Medium,0-5
3640,37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,Thirties,Medium,6-10
3641,43.0,Male,PhD,Data Scientist,15.0,150000.0,Forties,High,11-15
3642,31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,Thirties,Medium,0-5
3643,24.0,Male,High School,Junior Sales Associate,1.0,30000.0,Twenties,Low,0-5
3644,29.0,Female,Master's Degree,Software Developer,5.0,70000.0,Twenties,Medium,0-5
3645,35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,Thirties,Medium,6-10
3646,26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,Twenties,Low,0-5
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0,Forties,High,11-15
3648,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Thirties,Medium,6-10
3649,27.0,Male,High School,Junior Sales Associate,2.0,35000.0,Twenties,Low,0-5
3650,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Thirties,High,6-10
3651,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Twenties,Medium,0-5
3652,45.0,Male,PhD,Data Scientist,18.0,180000.0,Forties,Very High,16-20
3653,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Twenties,Low,0-5
3654,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Thirties,High,11-15
3655,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Thirties,Medium,6-10
3656,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Twenties,Low,0-5
3657,44.0,Male,PhD,Data Scientist,16.0,160000.0,Forties,Very High,16-20
3658,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Twenties,Medium,0-5
3659,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Thirties,Medium,6-10
3660,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Thirties,Medium,0-5
3661,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Twenties,Low,0-5
3662,42.0,Male,PhD,Data Scientist,13.0,140000.0,Forties,High,11-15
3664,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Twenties,Low,0-5
3665,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Thirties,High,6-10
3666,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Thirties,Medium,0-5
3764,27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,Twenties,Medium,0-5
3765,38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,Thirties,Medium,6-10
3766,44.0,Male,PhD,Data Scientist,15.0,150000.0,Forties,High,11-15
